abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,revenue_from_goods_and_services,revenue_from_investments,government_grants,main_beneficiaries,other_beneficiaries_not_listed,other_beneficiaries_description,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,grants_income_prop,imbalanced_grants
32683432663,Lifeline Gippsland Inc,VIC,Large,TRUE,Mental health crisis intervention,TRUE,5,6,1,250,51322,117443,1238249,0,1238249,645710,0,18979,0,479083,1143772,94477,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,916698,14937,137849,General community in Australia,FALSE,NA,1238249,0,accurate,1143772,0,accurate,262,2464.5419847328244,not excessive,0,137849,0.11132575112113961,balanced
32690988235,Villamanta Disability Rights Legal Service Inc,VIC,Medium,TRUE,Law legal services,TRUE,2,7,2,18,900,0,554233,0,554233,463318,0,0,0,85312,548630,5603,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,7983,545350,People with disabilities,FALSE,NA,554233,0,accurate,548630,0,accurate,29,15976.48275862069,not excessive,0,545350,0.9839724448020959,balanced
32736885945,Vasey Park Preschool Inc,VIC,Medium,TRUE,Other education,TRUE,1,4,6,5,0,54660,355546,0,355546,273112,0,0,0,52307,325419,30127,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,0,300886,Early childhood - aged under 6,FALSE,NA,355546,0,accurate,325419,0,accurate,16,17069.5,not excessive,0,300886,0.8462646183616185,balanced
32748128303,Remote Island Missions (RIM) Inc.,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,7,39861,0,39861,0,39861,0,0,40312,0,0,40312,-451,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,General community in Australia,FALSE,NA,39861,0,accurate,40312,0,accurate,7,0,not excessive,0,0,0,balanced
32813958973,Serbian Social Services And Support Inc,VIC,Medium,TRUE,Aged care activities,TRUE,4,0,0,55,4230,16532,259081,0,259081,135681,0,200,0,153058,288939,-29858,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,0,238319,Adults - aged 65 and over,FALSE,NA,259081,0,accurate,288939,0,accurate,59,2299.677966101695,not excessive,0,238319,0.919862900019685,balanced
32868998986,Diamond Creek Mens Shed Inc,VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,88,8242,31335,160758,0,160758,0,0,100,0,129894,129994,30764,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,19463,0,101718,Males,FALSE,NA,160758,0,accurate,129994,0,accurate,88,0,not excessive,0,101718,0.6327398947486284,balanced
32940031942,The Ymca Of Manningham Youth & Community Services Incorporated,VIC,Large,TRUE,Economic social community development,TRUE,6,6,0,10,683388,0,1139146,0,1139146,1008858,0,0,0,97199,1106057,33089,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,55118,680,399960,General community in Australia,FALSE,NA,1139146,0,accurate,1106057,0,accurate,22,45857.181818181816,not excessive,0,399960,0.35110512612079575,balanced
32949554248,Woolamai Beach Surf Life Saving Club Incorporated,VIC,Medium,TRUE,Emergency relief,TRUE,0,0,0,450,21133,199810,472062,0,472062,0,0,378,0,246783,247161,224901,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,0,251119,General community in Australia,FALSE,NA,472062,0,accurate,247161,0,accurate,450,0,not excessive,0,251119,0.531961903309311,balanced
32993870380,Action For More Independence & Dignity In Accommodation,VIC,Medium,TRUE,Civic advocacy activities,TRUE,1,6,12,50,505,53203,849674,0,849674,424320,0,0,0,424438,848758,916,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,2752,793214,People with disabilities,FALSE,NA,849674,0,accurate,848758,0,accurate,69,6149.565217391304,not excessive,0,793214,0.9335509854367675,balanced
33001709229,Natimuk Rsl Sub-Branch,VIC,Small,TRUE,Social services,TRUE,0,0,0,8,3435,705,5570,0,5570,0,0,1498,0,3882,5380,190,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1430,0,0,Veterans and/or their families,FALSE,NA,5570,0,accurate,5380,0,accurate,8,0,not excessive,0,0,0,balanced
33004055556,Incorporated Association of Registered Teachers of Victoria,VIC,Large,TRUE,Other education,TRUE,2,1,2,0,0,0,1378833,0,1378833,394607,0,0,0,960185,1354792,24041,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,1378833,0,0,General community in Australia,TRUE,Australian educators – particularly school and system leaders,1378833,0,accurate,1354792,0,accurate,5,78921.4,not excessive,0,0,0,balanced
33042739925,Wingate Avenue Community Centre Inc,VIC,Large,TRUE,Economic social community development,TRUE,4,17,27,55,62626,62498,1758148,0,1758148,1185223,715,0,0,562695,1748633,9515,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,37426,9779,1585819,Adults - aged 25 to under 65,FALSE,NA,1758148,0,accurate,1748633,0,accurate,103,11507.019417475729,not excessive,0,1585819,0.9019826544750499,balanced
33083535991,Melbourne Gemach Incorporated,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,2,200690,0,200690,0,200690,0,0,176449,0,816,177265,23425,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,0,General community in Australia,FALSE,NA,200690,0,accurate,177265,0,accurate,2,0,not excessive,0,0,0,balanced
33117797981,Rosebud Police Senior Citizensregister,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,40,7040,4904,13075,0,13075,0,0,0,0,15890,15890,-2815,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1131,0,0,Adults - aged 65 and over,FALSE,NA,13075,0,accurate,15890,0,accurate,40,0,not excessive,0,0,0,balanced
33127534775,Walker Street Community Kindergarten Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,0,0,0,135961,0,135961,0,0,0,0,91312,91312,44649,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,135961,Early childhood - aged under 6,FALSE,NA,135961,0,accurate,91312,0,accurate,0,0,not excessive,0,135961,1,balanced
33132023342,The Rural Foundation Limited,VIC,Medium,TRUE,Other education,TRUE,1,1,2,70,421100,9100,823751,0,823751,216196,0,167000,0,220942,604138,219613,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,393551,0,Youth - aged 15 to under 25,FALSE,NA,823751,0,accurate,604138,0,accurate,74,2921.5675675675675,not excessive,0,0,0,balanced
33143598689,The Trustee For The Trichothiodystrophy Xeroderma pigmentosum and Cockayne's syndrome Trust Fund,VIC,Small,TRUE,Income support maintenance,TRUE,0,0,0,15,8559,14098,31873,0,31873,0,0,20000,0,12090,32090,-217,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,9216,People with chronic illness (including terminal illness),FALSE,NA,31873,0,accurate,32090,0,accurate,15,0,not excessive,0,9216,0.28914755435635175,balanced
33151102082,Dnet - People Like Us,VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,17,13867,0,13867,23,13890,0,0,0,0,23120,23120,-9230,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,General community in Australia,FALSE,NA,13890,0,accurate,23120,0,accurate,17,0,not excessive,0,0,0,balanced
33151699160,Renew Initiatives Australia Limited,VIC,Small,TRUE,Economic social community development,TRUE,0,2,0,0,0,263,157174,0,157174,95946,0,0,0,44300,140246,16928,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,156911,0,0,General community in Australia,FALSE,NA,157174,0,accurate,140246,0,accurate,2,47973,not excessive,0,0,0,balanced
33159207860,Australian Bravery Foundation,VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,8,0,0,4674,0,4674,0,0,0,0,0,0,4674,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,4674,0,General community in Australia,TRUE,Those involved in recognised acts of bravery and suffer death or physical or emotional injury as a result and the affected family.,4674,0,accurate,0,0,accurate,8,0,not excessive,0,0,0,balanced
33164247296,Cotton On Foundation Limited,VIC,Large,TRUE,Economic social community development,TRUE,20,2,0,0,9163260,0,9163260,0,9163260,1486810,342,65000,2068382,675691,4296225,4867035,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,0,0,Overseas communities or charities,FALSE,NA,9163260,0,accurate,4296225,0,accurate,22,67582.27272727272,not excessive,0,0,0,balanced
33185295654,On The Line Australia Ltd,VIC,Large,TRUE,Mental health crisis intervention,TRUE,24,81,8,0,108833,158005,11280794,107072,11387866,8542559,2382,0,0,2578037,11122978,264888,2017,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,344708,228939,10440309,General community in Australia,FALSE,NA,11387866,0,accurate,11122978,0,accurate,113,75597.86725663717,not excessive,0,10440309,0.9167923999105715,balanced
33196026879,Healesville R S L Sub-Branch Inc,VIC,Large,TRUE,Aged care activities,TRUE,5,3,12,17,10885,149853,3483481,0,3483481,818981,0,0,0,2528836,3347817,135664,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,3322244,499,0,Veterans and/or their families,FALSE,NA,3483481,0,accurate,3347817,0,accurate,37,22134.62162162162,not excessive,0,0,0,balanced
33211567534,COLERAINE RSL SUB-BRANCH PATRIOTIC FUND,VIC,SMALL,TRUE,Social services,TRUE,0,0,0,5,0,2127,3221,0,3221,0,0,0,0,2912,2912,309,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1095,0,0,Veterans and/or their families,FALSE,NA,3222,1,accurate,2912,0,accurate,5,0,not excessive,0,0,0,balanced
33220574847,Reynard Street Neighbourhood House Inc,VIC,Medium,TRUE,Employment training,TRUE,0,1,8,80,4843,4188,295216,0,295216,178689,0,0,0,105129,283818,11398,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,38817,6057,241311,Adults - aged 25 to under 65,FALSE,NA,295216,0,accurate,283818,0,accurate,89,2007.741573033708,not excessive,0,241311,0.8174048832041624,balanced
33238696972,Mechanics Institute Shepparton,VIC,Small,TRUE,Social services,TRUE,0,0,0,7,0,0,0,36101,36101,0,0,0,0,0,0,36101,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,General community in Australia,FALSE,NA,36101,0,accurate,0,0,accurate,7,0,not excessive,0,0,0,balanced
33266090956,Ballarat & District Aboriginal Cooperative Ltd,VIC,Large,TRUE,Other health service delivery,TRUE,38,32,1,0,610,0,5821801,0,5821801,3734477,42739,0,0,1725975,5503191,318610,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,1436446,466,4384279,Aboriginal and Torres Strait Islander people,FALSE,NA,5821801,0,accurate,5503191,0,accurate,71,52598.2676056338,not excessive,0,4384279,0.7530795023739217,balanced
33308147620,Flemington Child Care Co-Operative,VIC,Medium,TRUE,Other education,TRUE,8,4,3,0,1000,4527,915842,0,915842,834506,0,0,0,178945,1013451,-97609,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,588286,0,322029,Early childhood - aged under 6,FALSE,NA,915842,0,accurate,1013451,0,accurate,15,55633.73333333333,not excessive,0,322029,0.35162069439925225,balanced
33355436160,The Queen's Fund Limited as Trustee For The Queen's Fund,Victoria,Medium,TRUE,Emergency relief,TRUE,0,0,0,36,369117,7535,454083,3078,457161,0,0,400357,0,4285,404642,52519,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,77431,0,Females,FALSE,NA,457161,0,accurate,404642,0,accurate,36,0,not excessive,0,0,0,balanced
33365284944,Women's Health Victoria Inc,VIC,Large,TRUE,Civic advocacy activities,TRUE,7,13,4,58,4260,80430,2668259,29332,2697591,1873440,0,10000,0,739887,2623327,74264,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,119070,0,2464499,Females,FALSE,NA,2697591,0,accurate,2623327,0,accurate,82,22846.829268292684,not excessive,0,2464499,0.9135925349691633,balanced
33376893530,Muscular Dystrophy Association Inc,VIC,Large,TRUE,Other health service delivery,TRUE,6,2,2,100,228538,380446,1263126,0,1263126,629373,0,0,0,598251,1227624,35502,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,47971,146811,459360,People with disabilities,FALSE,NA,1263126,0,accurate,1227624,0,accurate,110,5721.572727272727,not excessive,0,459360,0.3636691826468618,balanced
33463756013,Lara RSL Sub-Branch Patriotic Fund,VIC,SMALL,TRUE,Social services,TRUE,0,0,0,5,0,1650,1650,5000,6650,0,0,0,0,2700,2700,3949,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,Veterans and/or their families,FALSE,NA,6650,0,accurate,2700,0,accurate,5,0,not excessive,0,0,0,balanced
33549081413,Goulburn Ovens Institute Of Tafe,VIC,Large,TRUE,Other education,TRUE,278,110,130,0,29000,852000,63136000,0,63136000,40004000,0,0,0,20814000,60818000,2318000,2017,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,15991000,457000,45807000,General community in Australia,FALSE,NA,63136000,0,accurate,60818000,0,accurate,518,77227.79922779923,not excessive,0,45807000,0.7255290167257983,balanced
33551756907,Whittlesea Courthouse Association Inc. - Town Crier,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,10,0,0,76068,0,76068,0,0,700,0,77182,77882,-1814,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,76068,0,0,General community in Australia,FALSE,NA,76068,0,accurate,77882,0,accurate,10,0,not excessive,0,0,0,balanced
33567702049,Impact Volunteering Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,2,0,14,0,300,24400,0,24400,34223,0,1000,0,15672,50895,-26495,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,500,23600,General community in Australia,FALSE,NA,24400,0,accurate,50895,0,accurate,16,2138.9375,not excessive,0,23600,0.9672131147540983,balanced
33578392758,Melbourne Youth Initiative Incorporated,VIC,Small,TRUE,Social services,TRUE,0,2,0,30,150000,0,200154,0,200154,62206,0,0,0,18615,80821,119333,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,50154,0,0,People with disabilities,FALSE,NA,200154,0,accurate,80821,0,accurate,32,1943.9375,not excessive,0,0,0,balanced
33586321325,Golden City Support Services Inc,VIC,Large,TRUE,Other health service delivery,TRUE,31,55,105,0,28100,693469,10745154,0,10745154,9032964,0,0,0,2167450,11200414,-455260,2017,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,917803,269054,8836728,People with disabilities,FALSE,NA,10745154,0,accurate,11200414,0,accurate,191,47293.0052356021,not excessive,0,8836728,0.8223919359368884,balanced
33598415570,Vincent Chiodo Charitable Trust,VIC,Medium,TRUE,Economic social community development,TRUE,0,0,0,3,500452,0,703620,0,703620,0,0,535000,0,1569,536569,167051,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,203168,0,"Migrants, refugees or asylum seekers",FALSE,NA,703620,0,accurate,536569,0,accurate,3,0,not excessive,0,0,0,balanced
33602480722,Little Cloud Foundation Inc.,VIC,Small,TRUE,Social services,TRUE,0,0,0,40,14300,12023,26390,0,26390,0,0,845,17463,3233,21541,4849,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,67,0,Early childhood - aged under 6,FALSE,NA,26390,0,accurate,21541,0,accurate,40,0,not excessive,0,0,0,balanced
33606125786,Selimiye Foundation Limited,VIC,Large,TRUE,Other education,TRUE,13,4,13,20,328300,14147,1759196,70882,1830078,1159516,7,49000,0,1384362,2592885,-762807,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,1020173,396576,0,General community in Australia,FALSE,NA,1830078,0,accurate,2592885,0,accurate,50,23190.32,not excessive,0,0,0,balanced
33608001298,Loreto Ministries Limited,VIC,Large,TRUE,Other education,TRUE,5,1,0,9,0,2077975,2078097,0,2078097,1484890,0,0,0,588283,2073173,4924,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,122,0,Children - aged 6 to under 15,FALSE,NA,2078097,0,accurate,2073173,0,accurate,15,98992.66666666667,not excessive,0,0,0,balanced
33608166074,The Trustee For Bibury Trust,VIC,Medium,TRUE,Social services,TRUE,0,0,0,0,14809,0,559410,0,559410,0,0,439400,0,1900,441300,118110,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,544601,0,Children - aged 6 to under 15,FALSE,NA,559410,0,accurate,441300,0,accurate,0,0,not excessive,0,0,0,balanced
33608867296,Moira Kelly Creating Hope Foundation Limited,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,0,29,110848,0,110848,0,110848,0,0,71054,0,0,71054,39794,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,0,Children - aged 6 to under 15,FALSE,NA,110848,0,accurate,71054,0,accurate,29,0,not excessive,0,0,0,balanced
33625968259,Abbeyfield Society Melton & District Incorporated,Victoria,Small,TRUE,Aged care activities,TRUE,1,0,4,5,0,0,126986,0,126986,68692,0,0,0,50965,119657,7329,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,7558,119428,Adults - aged 65 and over,FALSE,NA,126986,0,accurate,119657,0,accurate,10,6869.2,not excessive,0,119428,0.9404816278959885,balanced
33639910531,EARTH BUILDING ASSOCIATION OF AUSTRALIA INCORPORATED,VIC,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,15,0,0,25189,148,25337,0,0,0,0,17073,17073,8264,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,25189,0,0,General community in Australia,FALSE,NA,25337,0,accurate,17073,0,accurate,15,0,not excessive,0,0,0,balanced
33676180937,Community Association For Woods Point Inc.,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,10,250,213,4322,0,4322,0,0,1551,0,1379,2930,1392,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,3859,0,0,General community in Australia,TRUE,"Local hospital, nursing home, library, Cemetery Trusts, tourist facilities",4322,0,accurate,2930,0,accurate,10,0,not excessive,0,0,0,balanced
33679808657,Reconciliation Victoria Inc,VIC,Medium,TRUE,Civic advocacy activities,TRUE,0,3,2,12,0,19831,351216,10793,362009,230670,0,6688,0,110195,347553,14456,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,23659,3718,304008,General community in Australia,FALSE,NA,362009,0,accurate,347553,0,accurate,17,13568.823529411764,not excessive,0,304008,0.8397802264584582,balanced
33702436617,Disabled And Carers Association Inc,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,5,1,0,0,95688,0,95688,55001,0,5000,0,33979,93980,1708,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,95688,0,0,People with disabilities,FALSE,NA,95688,0,accurate,93980,0,accurate,6,9166.833333333334,not excessive,0,0,0,balanced
33706806832,Presbyterian Ladies' College Senior School Parents Assoc.,Victoria,Small,TRUE,Other education,TRUE,0,0,0,11,0,0,4063,0,4063,0,0,3724,0,0,3724,339,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,4063,0,0,Youth - 15 to under 25,FALSE,NA,4063,0,accurate,3724,0,accurate,11,0,not excessive,0,0,0,balanced
33706980895,Essendon Historical Society Inc,VIC,Medium,TRUE,Other education,TRUE,0,0,0,50,63574,59000,391922,0,391922,0,0,0,0,48764,48764,343158,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,17668,1680,250000,General community in Australia,FALSE,NA,391922,0,accurate,48764,0,accurate,50,0,not excessive,0,250000,0.6378820275462975,balanced
33708904020,Cockatoo Kindergarten Inc,VIC,Small,TRUE,Other education,TRUE,0,6,0,23,132,33027,198380,0,198380,105501,0,0,0,82921,188422,9958,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,143536,0,21685,Early childhood - aged under 6,FALSE,NA,198380,0,accurate,188422,0,accurate,29,3637.9655172413795,not excessive,0,21685,0.10931041435628591,balanced
33751758667,The Trustee For Dementia Foundation For Spark Of Life,VIC,Small,TRUE,Other health service delivery,TRUE,0,2,0,6,169443,0,169598,0,169598,7514,0,0,0,162490,170004,-406,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,155,0,General community in Australia,FALSE,NA,169598,0,accurate,170004,0,accurate,8,939.25,not excessive,0,0,0,balanced
33755844772,Life Education Geelong Incorporated,VIC,Small,TRUE,Other health service delivery,TRUE,1,0,0,6,3150,10000,13150,0,13150,836,0,0,0,16283,17119,-3969,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,Children - aged 6 to under 15,FALSE,NA,13150,0,accurate,17119,0,accurate,7,119.42857142857143,not excessive,0,0,0,balanced
33801853274,Tecoma Pre School Inc,VIC,Small,TRUE,Other education,TRUE,1,3,1,22,0,79683,241892,0,241892,170408,0,0,0,33678,204086,37806,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,162209,Early childhood - aged under 6,FALSE,NA,241892,0,accurate,204086,0,accurate,27,6311.407407407408,not excessive,0,162209,0.6705843930349081,balanced
33803897395,The Trustee For H & K Johnston Family Foundation,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,7,0,50862,50862,811,51673,0,0,46500,0,11575,58075,-6402,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,0,General community in Australia,TRUE,General,51673,0,accurate,58075,0,accurate,7,0,not excessive,0,0,0,balanced
33805178691,The Trustee For Peter Williams Trust,VIC,Small,TRUE,Other education,TRUE,0,0,0,0,11120,0,56899,0,56899,0,0,23000,0,1918,24918,31981,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,45779,0,Early childhood - aged under 6,FALSE,NA,56899,0,accurate,24918,0,accurate,0,0,not excessive,0,0,0,balanced
33811591094,Geckos – German Community School Melbourne Incorporated,VIC,Small,TRUE,Other education,TRUE,0,1,15,10,10100,83653,105817,0,105817,86590,0,0,0,18724,105314,503,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,12064,General community in Australia,FALSE,NA,105817,0,accurate,105314,0,accurate,26,3330.3846153846152,not excessive,0,12064,0.11400814613908918,balanced
33837612771,Brighton Life Saving Club Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,100,6784,126034,185692,0,185692,0,0,0,0,134114,134114,51578,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,6661,46213,General community in Australia,FALSE,NA,185692,0,accurate,134114,0,accurate,100,0,not excessive,0,46213,0.24886909506063803,balanced
33852802479,Box Hill Chaplaincy Inc,VIC,Small,TRUE,Social services,TRUE,0,1,0,8,37300,0,40735,0,40735,34269,0,0,0,4742,39011,1724,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,3430,5,0,General community in Australia,FALSE,NA,40735,0,accurate,39011,0,accurate,9,3807.6666666666665,not excessive,0,0,0,balanced
33874914529,The Trustee For The Olive Woods Trust,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,3,0,0,0,11439,0,11439,0,0,17000,0,124,17124,-5685,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,11439,0,Other charities,FALSE,NA,11439,0,accurate,17124,0,accurate,3,0,not excessive,0,0,0,balanced
33899174861,Wonthaggi RSL Sub-Branch Patriotic Fund,VIC,SMALL,TRUE,Social services,TRUE,0,0,0,5,0,14,2414,0,2414,0,0,0,0,2033,2033,381,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,2400,0,0,Veterans and/or their families,FALSE,NA,2414,0,accurate,2033,0,accurate,5,0,not excessive,0,0,0,balanced
33912541394,Enjoy Community Inc,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,20,12500,7,19987,0,19987,0,0,0,15000,0,15000,4987,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,7480,"Migrants, refugees or asylum seekers",FALSE,NA,19987,0,accurate,15000,0,accurate,20,0,not excessive,0,7480,0.37424325811777653,balanced
33929275686,Assisi Centre Limited,VIC,Large,TRUE,Aged care activities,TRUE,12,126,36,30,67967,229911,14026606,0,14026606,9081472,0,0,0,4311008,13392480,634126,2017,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,3427575,983838,9317315,Adults - aged 65 and over,FALSE,NA,14026606,0,accurate,13392480,0,accurate,204,44517.01960784314,not excessive,0,9317315,0.6642601210870256,balanced
33944045577,Friend Street Kindergarten,VIC,Small,TRUE,Other education,TRUE,1,3,3,30,0,89219,173815,0,173815,137717,0,0,0,51561,189278,-15463,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,3495,81101,Early childhood - aged under 6,FALSE,NA,173815,0,accurate,189278,0,accurate,37,3722.0810810810813,not excessive,0,81101,0.46659379225038117,balanced
33991751327,Rushworth & District Historical & Preservation Society Incorporated,VIC,Small,TRUE,Other education,TRUE,0,0,0,15,618,470,1398,0,1398,0,0,0,0,3561,3561,-2163,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,170,140,0,General community in Australia,FALSE,NA,1398,0,accurate,3561,0,accurate,15,0,not excessive,0,0,0,balanced
34000223807,The Royal Australian College Of General Practitioners Ltd,VIC,Large,TRUE,Other health service delivery,TRUE,190,103,429,20,272219,0,62782188,337014,63119202,31770781,0,418961,0,30434404,62624146,495056,2017,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,58548001,324774,3637194,General community in Australia,FALSE,NA,63119202,0,accurate,62624146,0,accurate,742,42817.764150943396,not excessive,0,3637194,0.05762420760642696,balanced
34007129964,Murray Mallee Training Company Limited,VIC,Large,TRUE,Employment training,TRUE,156,286,2,0,0,78425,17370750,0,17370750,11025153,0,0,0,4822669,15847822,1522928,2017,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,7878908,129408,9284009,General community in Australia,FALSE,NA,17370750,0,accurate,15847822,0,accurate,444,24831.425675675677,not excessive,0,9284009,0.5344621849948908,balanced
34050463717,Marillac,VIC,Large,TRUE,Social services,TRUE,14,44,52,0,509372,49077,8347777,5643,8353420,5713127,0,0,0,1891927,7605054,748366,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,1484756,29877,6274695,General community in Australia,FALSE,NA,8353420,0,accurate,7605054,0,accurate,110,51937.51818181818,not excessive,0,6274695,0.7511528212396839,balanced
34077848192,Oak Park Kindergarten Inc,Victoria,Medium,TRUE,Other education,TRUE,1,6,2,4,0,11207,427549,0,427549,276441,0,0,0,88466,364907,62642,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,112915,52,303375,General community in Australia,FALSE,NA,427549,0,accurate,364907,0,accurate,13,21264.69230769231,not excessive,0,303375,0.7095677922296626,balanced
34094070014,Vision 2020 The Right To Sight Australia,Victoria,Large,TRUE,Other health service delivery,TRUE,9,4,1,0,0,66665,1885783,0,1885783,1024409,0,0,0,756987,1781396,104387,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,403403,21165,1394550,General community in Australia,FALSE,NA,1885783,0,accurate,1781396,0,accurate,14,73172.07142857143,not excessive,0,1394550,0.73950714371696,balanced
34129399173,GriefLine Community & Family Services Inc.,VIC,Medium,TRUE,Economic social community development,TRUE,2,3,2,150,91271,107302,426528,0,426528,271665,0,0,0,213522,485187,-58659,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,22097,4608,201250,General community in Australia,FALSE,NA,426528,0,accurate,485187,0,accurate,157,1730.3503184713377,not excessive,0,201250,0.4718330332358016,balanced
34133827308,National Vietnam Veterans Museum Ltd,VIC,Medium,TRUE,Other education,TRUE,1,4,0,79,0,31132,386052,0,386052,168047,0,0,0,239010,407057,-21005,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,329331,539,25050,General community in Australia,FALSE,NA,386052,0,accurate,407057,0,accurate,84,2000.5595238095239,not excessive,0,25050,0.0648876317180069,balanced
