abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,government_grants,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,grants_income_prop,imbalanced_grants
92063104622,Rotary Club Of Richmond Community Services Trust,Victoria,Small,TRUE,Other education,TRUE,0,0,0,15,10280,0,10344,0,10344,0,0,16500,0,0,16500,-6156,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,10280,64,accurate,16500,0,accurate,15,0,not excessive,0,0,0,balanced
92072564310,Legal Service Bulletin Co-Operative Ltd,VIC,Small,TRUE,Law legal services,TRUE,0,0,1,0,0,20148,20148,0,20148,1811,0,0,0,20246,22057,-1909,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,20148,0,accurate,22057,0,accurate,1,1811,not excessive,0,0,0,balanced
92086054195,ConnectGV,Victoria,Large,TRUE,Other health service delivery,TRUE,33,98,52,5,42634,1308762,9370281,0,9370281,6778140,0,600000,0,1679005,9057145,313136,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,7355410,8706806,663475,accurate,9057145,0,accurate,188,36053.936170212764,not excessive,0,7355410,0.7849721902683602,balanced
92098187207,Ostara Australia Limited,Victoria,Large,TRUE,Employment training,TRUE,44,12,0,0,0,8242,10708844,0,10708844,3707302,0,0,0,7408736,11116038,-407194,2018,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,10700602,10708844,0,accurate,11116038,0,accurate,56,66201.82142857143,not excessive,0,10700602,0.9992303557694929,balanced
92106088918,Nomit (Italian Network of Melbourne) Inc.,Victoria,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,25,4091,18,4882,0,4882,3240,0,0,0,0,3240,1642,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,4109,773,accurate,3240,0,accurate,25,129.6,not excessive,0,0,0,balanced
92114767949,Raising Children Network (Australia) Limited,Victoria,Large,TRUE,Social services,TRUE,0,0,0,0,0,65650,3227886,4054,3231940,0,0,0,0,3312244,3312244,-80304,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,3162236,3231940,0,accurate,3312244,0,accurate,0,0,not excessive,0,3162236,0.9784327679350483,balanced
92123496882,The Road Safety Foundation Limited,Victoria,Small,TRUE,Other education,TRUE,0,0,0,2,0,0,20350,0,20350,0,0,0,0,14500,14500,5850,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,20350,accurate,14500,0,accurate,2,0,not excessive,0,0,0,balanced
92129513935,Orbost Youth Group Inc.,Victoria,Small,TRUE,Emergency relief,TRUE,0,0,0,10,15000,0,15000,0,15000,0,0,0,0,14476,14476,524,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,15000,0,accurate,14476,0,accurate,10,0,not excessive,0,0,0,balanced
92139179320,WARRAGUL RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,7445,31962,39408,0,0,0,0,15012,15012,24395,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,31962,7446,accurate,15012,0,accurate,5,0,not excessive,0,0,0,balanced
92143925455,Liptember Foundation,Victoria,Large,TRUE,Mental health crisis intervention,TRUE,1,0,0,0,1408154,0,1408323,0,1408323,107275,0,1230000,0,136028,1473303,-64980,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,1408154,169,accurate,1473303,0,accurate,1,107275,not excessive,0,0,0,balanced
92156423755,Murray PHN Limited,VIC,Large,TRUE,Other health service delivery,TRUE,42,61,0,0,0,420403,35710077,0,35710077,8710568,0,0,0,26224626,34935194,774883,2018,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,34746287,35166690,543387,accurate,34935194,0,accurate,103,84568.6213592233,not excessive,0,34746287,0.9730106994728687,balanced
92168550276,The Nappy Collective Inc,VIC,Small,TRUE,Other health service delivery,TRUE,0,2,0,100,17876,45294,163856,0,163856,61839,0,0,0,54271,116110,47746,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,100000,163170,686,accurate,116110,0,accurate,102,606.2647058823529,not excessive,0,100000,0.6102919636754223,balanced
92182599607,Melbourne Life Christian Church Inc,Victoria,Medium,TRUE,Economic social community development,TRUE,2,4,0,0,461737,0,474849,0,474849,220800,0,0,0,213922,434722,40127,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,461737,13112,accurate,434722,0,accurate,6,36800,not excessive,0,0,0,balanced
92253071535,The Trustee For Victorian Actors Benevolent Fund,Victoria,Small,TRUE,Emergency relief,TRUE,0,0,0,65,59614,26385,99548,19761,119309,0,0,30315,0,11381,41696,77613,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,105760,13549,accurate,41696,0,accurate,65,0,not excessive,0,0,0,balanced
92364682521,Indigenous Law Students And Lawyers Association Of Victoria Tarwirri Inc,Victoria,Small,TRUE,Employment training,TRUE,1,0,0,20,300,2263,183329,0,183329,46388,0,0,0,25999,72387,110942,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,180766,183329,0,accurate,72387,0,accurate,21,2208.9523809523807,not excessive,0,180766,0.9860196695558259,balanced
92365002163,Operation Hope Inc,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,20,95698,0,96483,0,96483,0,0,0,110001,19708,129709,-33226,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,95698,785,accurate,129709,0,accurate,20,0,not excessive,0,0,0,balanced
92400773302,Hepburn Regional Community Cheer,Victoria,Small,TRUE,Emergency relief,TRUE,0,0,0,20,14692,17,27185,0,27185,9,0,21750,0,5159,26918,267,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,14709,12476,accurate,26918,0,accurate,20,0.45,not excessive,0,0,0,balanced
92450443760,Australian Lesbian And Gay Archives Inc,Victoria,Small,TRUE,Other education,TRUE,0,2,0,30,88380,2000,110409,0,110409,22500,0,0,0,71721,94221,16188,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,90380,20029,accurate,94221,0,accurate,32,703.125,not excessive,0,0,0,balanced
92551180689,Hayden Butler Foundation Inc,Victoria,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,11,272,35,10350,0,10350,0,0,0,0,8528,8528,1822,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,307,10043,accurate,8528,0,accurate,11,0,not excessive,0,0,0,balanced
92598205500,Seymour Legacy Group,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,8,4564,529,9977,0,9977,0,0,8747,0,2128,10875,-898,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,5093,4884,accurate,10875,0,accurate,8,0,not excessive,0,0,0,balanced
92603617401,Bright Sparqe Limited,Victoria,Small,TRUE,Social services,TRUE,0,0,0,40,4760,0,4760,0,4760,0,0,0,0,6860,6860,-2100,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,4760,0,accurate,6860,0,accurate,40,0,not excessive,0,0,0,balanced
92606740836,InLife Independent Living Ltd,VIC,Large,TRUE,Social services,TRUE,3,2,111,2,87326,0,2857614,0,2857614,2547835,224,0,0,360269,2908328,-50714,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,2769747,2857073,541,accurate,2908328,0,accurate,118,21591.822033898305,not excessive,0,2769747,0.9692516204077948,balanced
92613689400,Dup15q Australia Ltd,Victoria,Small,TRUE,Other health service delivery,TRUE,0,0,0,5,2499,0,2612,0,2612,0,0,7000,0,829,7829,-5217,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,2499,113,accurate,7829,0,accurate,5,0,not excessive,0,0,0,balanced
92621082124,Inala Village Residents Association Incorporated,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,20,0,0,2885,0,2885,0,0,0,0,10181,10181,-7296,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,2885,accurate,10181,0,accurate,20,0,not excessive,0,0,0,balanced
92641325719,Winchelsea Hostel And Nursing Home Society,VIC,Large,TRUE,Aged care activities,TRUE,10,102,21,47,0,17619,2742531,0,2742531,2359018,0,0,0,909604,3268622,-526091,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1897927,1915546,826985,accurate,3268622,0,accurate,180,13105.655555555555,not excessive,0,1897927,0.6920348393509499,balanced
92689539436,Sherbrooke Common Equity Rental Housing Co-Operative Ltd,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,5,0,152029,152029,0,152029,0,0,0,0,151951,151951,78,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,152029,0,accurate,151951,0,accurate,5,0,not excessive,0,0,0,balanced
92708679309,Newbridge Victoria Incorporated,Victoria,Small,TRUE,Social services,TRUE,0,2,0,20,0,35000,35000,4,35004,0,0,0,0,27067,27067,7937,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,35004,0,accurate,27067,0,accurate,22,0,not excessive,0,0,0,balanced
92842309216,CRIB POINT RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,524,0,524,0,0,0,0,370,370,154,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,524,accurate,370,0,accurate,5,0,not excessive,0,0,0,balanced
92878522324,The Trustee Of Ruyton Scholarship Fund,Victoria,Medium,TRUE,Other education,TRUE,0,0,0,25,384193,0,387099,0,387099,0,0,0,0,19031,19031,368068,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,384193,2906,accurate,19031,0,accurate,25,0,not excessive,0,0,0,balanced
92883242863,The Trustee for Shaarei Tefillah Library,Victoria,Small,TRUE,Other education,TRUE,0,1,0,2,93127,0,93127,0,93127,9855,0,0,0,89712,99567,-6440,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,93127,0,accurate,99567,0,accurate,3,3285,not excessive,0,0,0,balanced
92900289566,Swan Hill Old Folk's Homes Inc,Victoria,Small,TRUE,Housing activities,TRUE,0,0,0,12,1000,52020,56471,0,56471,0,0,0,0,31596,31596,24875,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,1179,54199,2272,accurate,31596,0,accurate,12,0,not excessive,0,1179,0.020877972764781923,balanced
92920137132,WEST HEIDELBERG RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,37,37,0,37,0,0,0,0,0,0,37,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,37,0,accurate,0,0,accurate,5,0,not excessive,0,0,0,balanced
92939473010,Murray Mallee Local Learning And Employment Network Inc.,Victoria,Medium,TRUE,Other education,TRUE,3,2,2,0,0,6836,789200,0,789200,392073,0,0,0,291398,683471,105729,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,768734,775570,13630,accurate,683471,0,accurate,7,56010.42857142857,not excessive,0,768734,0.9740674100354789,balanced
93153323436,Melbourne Primary Care Network Limited,Victoria,Large,TRUE,Other health service delivery,TRUE,63,44,5,0,0,57892,40472168,0,40472168,8305616,0,26612320,0,4696584,39614520,857648,2018,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,39502835,39560727,911441,accurate,39614520,0,accurate,112,74157.28571428571,not excessive,0,39502835,0.976049392758006,balanced
93176800110,Swaminarayan Mandir Vasna Sanstha (SMVS Australia) Trust,Victoria,Medium,TRUE,Economic social community development,TRUE,0,0,0,100,708347,4,708351,0,708351,0,0,0,0,352587,352587,355764,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,708351,0,accurate,352587,0,accurate,100,0,not excessive,0,0,0,balanced
93205181936,NOBLE PARK RSL SUB-BRANCH PATRIOTIC FUND,VIC,Medium,TRUE,Social services,TRUE,0,0,0,5,0,301972,301972,0,301972,0,0,0,0,110420,110420,191552,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,301972,0,accurate,110420,0,accurate,5,0,not excessive,0,0,0,balanced
93209040857,Croydon Stroke Support Group,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,6,1200,245,1678,0,1678,0,0,230,0,780,1010,668,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,230,1675,3,accurate,1010,0,accurate,6,0,not excessive,0,230,0.13706793802145412,balanced
93226896012,Reinforce Inc Victorian Association For Intellectually Disabled Citizens,Victoria,Small,TRUE,Civic advocacy activities,TRUE,0,2,1,30,468,7090,56540,0,56540,31057,0,0,0,40838,71895,-15355,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,37822,45380,11160,accurate,71895,0,accurate,33,941.1212121212121,not excessive,0,37822,0.6689423417049876,balanced
93227208731,Equine Insight Inc,Victoria,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,10,0,1405,12578,0,12578,0,0,0,0,11883,11883,695,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1405,11173,accurate,11883,0,accurate,10,0,not excessive,0,0,0,balanced
93235712322,Westgate Community Initiatives Group Ltd,VIC,Large,TRUE,Employment training,TRUE,67,22,49,7,0,21927,11590183,233897,11824080,7427310,0,0,0,3576372,11003682,820398,2018,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,10929116,11184940,639140,accurate,11003682,0,accurate,145,51222.8275862069,not excessive,0,10929116,0.924310052029418,balanced
93296293615,West Welcome Wagon Inc,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,1,215,42154,168988,222242,0,222242,17694,0,0,0,118536,136230,86012,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,11100,222242,0,accurate,136230,0,accurate,216,81.91666666666667,not excessive,0,11100,0.04994555484561874,balanced
93316567100,The Sexual Assault and Family Violence Centre,Victoria,Large,TRUE,Social services,TRUE,22,54,19,0,95079,907803,7948881,0,7948881,5353672,0,0,0,1648295,7001967,946914,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,6656498,7659380,289501,accurate,7001967,0,accurate,95,56354.44210526316,not excessive,0,6656498,0.8374132157721319,balanced
93342036070,Langwarrin Community Centre Inc,Victoria,Large,TRUE,Social services,TRUE,2,19,4,14,13807,0,1093129,0,1093129,891532,0,5800,0,191922,1089254,3875,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,245081,258888,834241,accurate,1089254,0,accurate,39,22859.79487179487,not excessive,0,245081,0.22420135226492025,balanced
93355920863,Rotary District 9810 Charitable Services,Victoria,Small,TRUE,Social services,TRUE,0,0,0,21,15910,1000,16910,0,16910,0,0,13100,0,993,14093,2817,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,16910,0,accurate,14093,0,accurate,21,0,not excessive,0,0,0,balanced
93394556254,Fitzroy Learning Network Inc.,Victoria,Medium,TRUE,Economic social community development,TRUE,6,6,10,40,105152,0,862013,0,862013,670018,0,0,0,150712,820730,41283,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,756513,861665,348,accurate,820730,0,accurate,62,10806.741935483871,not excessive,0,756513,0.877612054574583,balanced
93411448690,Alexandra Community Hub,Victoria,Medium,TRUE,Other education,TRUE,2,2,4,3,0,0,395243,0,395243,193194,0,67343,0,75769,336306,58937,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,324479,324479,70764,accurate,336306,0,accurate,11,17563.090909090908,not excessive,0,324479,0.820960776028924,balanced
93430504658,Heidelberg Training & Resource Centre Inc,VIC,Large,TRUE,Employment training,TRUE,52,53,24,54,0,298288,8898238,2249932,11148170,5887838,0,19555,0,5063505,10970898,177272,2018,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,8527881,11076101,72069,accurate,10970898,0,accurate,183,32173.978142076503,not excessive,0,8527881,0.7649579258299792,balanced
93469726759,Rsl Regional Veterans Welfare Centres Patriotic Fund,Victoria,Medium,TRUE,Social services,TRUE,2,6,2,40,43300,63057,406305,0,406305,285318,0,0,0,269292,554610,-148305,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,215753,322110,84195,accurate,554610,0,accurate,50,5706.36,not excessive,0,215753,0.5310124167804974,balanced
93483436215,Encompass Community Services Incorporated,Victoria,Large,TRUE,Social services,TRUE,37,51,120,64,220244,104177,6732636,0,6732636,5145461,25445,0,0,1559357,6730263,2373,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,6068419,6392840,339796,accurate,6730263,0,accurate,272,18917.136029411766,not excessive,0,6068419,0.90134369361421,balanced
93514995979,Developmental Coordination Disorder Australia Inc,Victoria,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,15,1345,4166,21979,0,21979,0,0,0,0,6896,6896,15083,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,5511,16468,accurate,6896,0,accurate,15,0,not excessive,0,0,0,balanced
93598941097,Southern Spirit Inc,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,5,1774,0,1774,0,1774,0,0,0,0,2450,2450,-676,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1774,0,accurate,2450,0,accurate,5,0,not excessive,0,0,0,balanced
93608781684,Greater Shepparton Lighthouse Ltd,Victoria,Large,TRUE,Social services,TRUE,5,3,0,440,35591,33166,1087000,0,1087000,481286,0,0,0,216739,698025,388975,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1000000,1068757,18243,accurate,698025,0,accurate,448,1074.299107142857,not excessive,0,1000000,0.9199632014719411,balanced
93613882616,National Gutbiome Foundation Ltd,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,0,3,25000,0,25019,0,25019,0,0,0,0,0,0,25019,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,25000,19,accurate,0,0,accurate,3,0,not excessive,0,0,0,balanced
93674890137,Probus Women's Housing Association of Victoria Incorporated,Victoria,Small,TRUE,Housing activities,TRUE,0,0,0,6,0,166349,166349,0,166349,0,0,0,0,161788,161788,4561,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,166349,0,accurate,161788,0,accurate,6,0,not excessive,0,0,0,balanced
93736262050,Preston Reservoir Adult Community Education Inc,Victoria,Large,TRUE,Other education,TRUE,13,39,0,26,0,29482,3711194,0,3711194,2737706,0,0,0,536113,3273819,437375,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,3349883,3379365,331829,accurate,3273819,0,accurate,78,35098.794871794875,not excessive,0,3349883,0.9026429230053724,balanced
93799722710,BACCHUS MARSH RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,3555,23450,27005,0,0,0,0,7380,7380,19625,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,23450,3555,accurate,7380,0,accurate,5,0,not excessive,0,0,0,balanced
93827885928,Aspendale Lifesaving Swimming And Youth Club,Victoria,Small,TRUE,Emergency relief,TRUE,0,0,0,100,0,21315,46705,4802,51507,0,0,0,0,48230,48230,3277,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,25239,51356,151,accurate,48230,0,accurate,100,0,not excessive,0,25239,0.49001106645698644,balanced
93836682679,Prader-Willi Syndrome Association Of Victoria Inc.,Victoria,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,8,27263,0,47901,0,47901,0,0,8000,0,38732,46732,1169,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,27263,20638,accurate,46732,0,accurate,8,0,not excessive,0,0,0,balanced
93919125862,Angliss Neighbourhood House,Victoria,Medium,TRUE,Other education,TRUE,0,3,1,8,0,0,281563,0,281563,156211,0,0,0,66085,222296,59267,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,270928,270928,10635,accurate,222296,0,accurate,12,13017.583333333334,not excessive,0,270928,0.9622287019246136,balanced
93928872759,Madda Walaabuu Media Foundation Inc,Victoria,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,7,1019,0,3844,0,3844,0,0,3424,0,0,3424,420,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,2825,3844,0,accurate,3424,0,accurate,7,0,not excessive,0,2825,0.7349115504682622,balanced
93973661067,Community Housing Federation Of Victoria Incorporated,Victoria,Large,TRUE,Housing activities,TRUE,0,7,0,0,0,0,1009209,0,1009209,399410,0,0,0,604992,1004402,4807,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,431284,431284,577925,accurate,1004402,0,accurate,7,57058.57142857143,not excessive,0,431284,0.4273485472285721,balanced
93974163591,East Gippsland Group Of Melbourne Legacy,Victoria,Small,TRUE,Aged care activities,TRUE,0,1,0,45,17990,1934,24448,0,24448,19579,0,17177,0,5316,42072,-17624,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,19924,4524,accurate,42072,0,accurate,46,425.6304347826087,not excessive,0,0,0,balanced
94121409872,Pace E Bene Australia Inc.,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,4,14,650,3628,4741,0,4741,0,0,0,0,2392,2392,2349,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,4278,463,accurate,2392,0,accurate,18,0,not excessive,0,0,0,balanced
94133015040,Creativity Australia Limited,Victoria,Large,TRUE,Economic social community development,TRUE,3,3,0,150,767394,13700,1089989,8680,1098669,164548,0,47851,0,424718,637117,461552,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,177500,967274,131395,accurate,637117,0,accurate,156,1054.7948717948718,not excessive,0,177500,0.1615591229023482,balanced
94135164817,Keysborough Community Childrens Centre Incorporated,Victoria,Large,TRUE,Other education,TRUE,7,10,14,4,4057,3795,1600112,0,1600112,1357343,2854,0,0,190584,1550781,49331,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,808453,816305,783807,accurate,1550781,0,accurate,35,38781.22857142857,not excessive,0,808453,0.5052477576569641,balanced
94230087248,Eaglehawk Recycle Shop Inc,Victoria,Medium,TRUE,Employment training,TRUE,5,6,3,18,0,905417,905417,0,905417,746453,0,0,0,137317,883770,21647,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,905417,0,accurate,883770,0,accurate,32,23326.65625,not excessive,0,0,0,balanced
94292230924,Holy Fools Inc.,Victoria,Small,TRUE,Social services,TRUE,0,0,0,60,28010,14884,43415,0,43415,0,0,0,0,35117,35117,8298,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,42894,521,accurate,35117,0,accurate,60,0,not excessive,0,0,0,balanced
94337650696,Simpson & District Community Centre Inc,Victoria,Small,TRUE,Economic social community development,TRUE,0,2,0,40,2548,10249,106301,0,106301,71000,0,150,0,47226,118376,-12075,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,90679,103476,2825,accurate,118376,0,accurate,42,1690.4761904761904,not excessive,0,90679,0.8530399525874639,balanced
94392258995,Ocean Grove Surf Life Saving Club Inc,VIC,Large,TRUE,Emergency relief,TRUE,0,1,0,300,73787,2726,5351920,0,5351920,50217,661,0,0,247376,298254,5053666,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,4970500,5047013,304907,accurate,298254,0,accurate,301,166.83388704318938,not excessive,0,4970500,0.9287321185667947,balanced
94440426277,Migrant Resource Centre North West Region Inc.,Victoria,Large,TRUE,Economic social community development,TRUE,14,26,0,0,0,0,2772187,0,2772187,1904516,0,0,0,689881,2594397,177790,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,2657841,2657841,114346,accurate,2594397,0,accurate,40,47612.9,not excessive,0,2657841,0.9587524218243575,balanced
94449124614,Mary Beck Pre School Inc,Victoria,Small,TRUE,Other education,TRUE,0,3,0,6,1041,4730,7879,0,7879,100,0,0,0,14220,14320,-6441,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,5771,2108,accurate,14320,0,accurate,9,11.11111111111111,not excessive,0,0,0,balanced
94490934508,CRESWICK RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,500,0,507,6750,7257,0,0,0,0,5885,5885,1371,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,7250,7,accurate,5885,0,accurate,5,0,not excessive,0,0,0,balanced
94571257094,The Trustee For Overseas Kids Foundation,Victoria,Small,TRUE,Economic social community development,TRUE,0,1,0,55,8500,38000,46500,0,46500,2100,0,0,46500,0,48600,-2100,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,46500,0,accurate,48600,0,accurate,56,37.5,not excessive,0,0,0,balanced
94605970983,Thitpok Rural Development Ltd,Victoria,Small,TRUE,Other health service delivery,TRUE,0,0,0,10,611,12381,13492,0,13492,0,0,0,0,11629,11629,1863,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,12992,500,accurate,11629,0,accurate,10,0,not excessive,0,0,0,balanced
94659624309,South West Local Learning & Employment Network Incorporated,VIC,Medium,TRUE,Other education,TRUE,0,5,0,10,0,198535,608256,0,608256,447792,0,0,0,155988,603780,4476,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,409721,608256,0,accurate,603780,0,accurate,15,29852.8,not excessive,0,409721,0.6735996027988216,balanced
94674628619,KARMAI COMMUNITY CHILDREN'S CENTRE INC,VIC,Large,TRUE,Social services,TRUE,11,18,10,2,2230,19088,1988034,0,1988034,1600175,0,91,0,358760,1959026,29008,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1318689,1340007,648027,accurate,1959026,0,accurate,41,39028.65853658537,not excessive,0,1318689,0.6633131022910072,balanced
94730201995,National Seniors Australia - Berwick District Incorporated,Victoria,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,5,0,3928,4928,0,4928,0,0,500,0,3034,3534,1394,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1000,4928,0,accurate,3534,0,accurate,5,0,not excessive,0,1000,0.20292207792207792,balanced
94765633658,Camberwell City Sub-Branch Returned & Services League Of Australia,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,7,0,44576,45086,0,45086,0,0,23000,0,10031,33031,12055,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,44576,510,accurate,33031,0,accurate,7,0,not excessive,0,0,0,balanced
94806293897,Refugee & Immigration Legal Centre Inc,VIC,Large,TRUE,Law legal services,TRUE,17,5,8,550,1248153,50058,2629940,0,2629940,1971292,0,0,0,675987,2647279,-17339,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,919097,2217308,412632,accurate,2647279,0,accurate,580,3398.7793103448275,not excessive,0,919097,0.3494745127265261,balanced
94806597496,Thrive Community Garden Inc,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,20,250,310,2160,0,2160,0,0,0,0,1250,1250,910,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1352,1912,248,accurate,1250,0,accurate,20,0,not excessive,0,1352,0.6259259259259259,balanced
94808429204,New Horizons Welfare Services Incorporated,VIC,Small,TRUE,Economic social community development,TRUE,0,1,0,28,107957,104444,218446,0,218446,15908,0,213243,0,6876,236027,-17581,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,212401,6045,accurate,236027,0,accurate,29,548.551724137931,not excessive,0,0,0,balanced
94832084578,Kew Full Daycare Centre Inc,Victoria,Large,TRUE,Other education,TRUE,10,6,2,0,0,0,1089421,0,1089421,834620,0,240,0,255001,1089861,-440,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1079266,1079266,10155,accurate,1089861,0,accurate,18,46367.77777777778,not excessive,0,1079266,0.9906785347446029,balanced
